Revenue,Quantity,Price,Total Cost,Profit,Order Date,Month,Customer Name,Region,Order Time (IST)
833.76,9,92.64,483.5808,350.1792,14-Apr-24,April,Customer 2805,North,2:22 PM
1295.04,16,80.94,699.3216,595.7184,17-Dec-24,December,Customer 2952,North,2:25 PM
178.48,4,44.62,96.3792,82.1008,08-Mar-24,March,Customer 531,North,4:11 PM
1013.88,17,59.64,638.7444,375.1356,03-May-23,May,Customer 3331,South,7:19 PM
1057.28,16,66.08,951.552,105.728,27-Mar-24,March,Customer 4595,North,1:51 PM
470.1,6,78.35,404.286,65.814,13-Aug-24,August,Customer 2174,South,6:42 PM
1632.86,19,85.94,1273.6308,359.2292,07-May-24,May,Customer 4251,East,7:24 PM
81.16,4,20.29,44.638,36.522,13-Oct-24,October,Customer 1553,North,9:23 PM
1593.6,20,79.68,1243.008,350.592,06-Sep-24,September,Customer 526,South,11:29 AM
60.18,2,30.09,43.3296,16.8504,05-Jan-23,January,Customer 2433,West,4:31 PM
1468.13,19,77.27,1233.2292,234.9008,19-Jan-23,January,Customer 4187,West,6:00 PM
904.2,12,75.35,497.31,406.89,24-Oct-24,October,Customer 3669,Central,2:21 PM
147.6,2,73.8,100.368,47.232,13-Sep-24,September,Customer 704,South,7:59 PM
321.09,7,45.87,234.3957,86.6943,21-Oct-24,October,Customer 3433,West,8:35 PM
543.42,9,60.38,380.394,163.026,09-Mar-23,March,Customer 358,South,9:56 AM
70.76,1,70.76,60.8536,9.9064,01-Nov-24,November,Customer 211,West,5:52 PM
636.93,9,70.77,369.4194,267.5106,15-Nov-23,November,Customer 2050,East,6:51 PM
930.96,18,51.72,651.672,279.288,24-Feb-23,February,Customer 4755,East,6:31 PM
551.07,9,61.23,479.4309,71.6391,02-Sep-24,September,Customer 66,West,8:07 PM
115.44,4,28.86,80.808,34.632,13-May-24,May,Customer 772,South,11:25 AM
112.08,2,56.04,68.3688,43.7112,24-Feb-24,February,Customer 3919,West,9:59 AM
1151.75,17,67.75,990.505,161.245,09-Apr-23,April,Customer 476,West,1:52 PM
536.25,15,35.75,359.2875,176.9625,19-Mar-24,March,Customer 3372,West,6:26 PM
1167.84,12,97.32,1004.3424,163.4976,19-Mar-24,March,Customer 4846,North,8:37 PM
324.6,15,21.64,279.156,45.444,27-Oct-24,October,Customer 184,North,6:24 PM
69.15,3,23.05,49.0965,20.0535,15-Jul-23,July,Customer 4291,North,12:56 PM
439.56,11,39.96,237.3624,202.1976,04-Oct-23,October,Customer 1487,West,6:55 PM
405.6,10,40.56,279.864,125.736,22-Oct-24,October,Customer 1495,East,11:05 AM
540.54,7,77.22,270.27,270.27,17-May-24,May,Customer 4223,North,6:27 PM
105.3,5,21.06,90.558,14.742,23-Jan-24,January,Customer 691,North,8:12 PM
413.82,9,45.98,256.5684,157.2516,07-May-24,May,Customer 385,East,5:34 PM
125,4,31.25,78.75,46.25,03-Dec-23,December,Customer 4767,North,8:49 PM
527,17,31,389.98,137.02,28-Mar-24,March,Customer 2882,Central,9:04 AM
216.6,12,18.05,147.288,69.312,07-Aug-23,August,Customer 4871,North,7:51 PM
542.7,9,60.3,331.047,211.653,28-Jan-24,January,Customer 614,South,9:44 AM
69.06,6,11.51,35.2206,33.8394,23-Mar-24,March,Customer 4744,West,9:27 PM
258,5,51.6,190.92,67.08,20-Jan-24,January,Customer 819,West,9:42 PM
500,5,100,315,185,15-Aug-24,August,Customer 4639,North,9:52 PM
309.06,9,34.34,191.6172,117.4428,12-Feb-24,February,Customer 3332,South,3:07 PM
669.62,7,95.66,495.5188,174.1012,14-Nov-24,November,Customer 1483,Central,11:42 AM
819.45,9,91.05,426.114,393.336,26-Sep-23,September,Customer 84,East,12:53 PM
48.02,2,24.01,28.812,19.208,30-Jul-23,July,Customer 443,West,11:43 AM
1484.44,17,87.32,801.5976,682.8424,17-Oct-23,October,Customer 396,Central,3:32 PM
999.72,18,55.54,539.8488,459.8712,18-Jul-23,July,Customer 640,Central,12:42 PM
63.6,3,21.2,38.16,25.44,13-Oct-24,October,Customer 669,West,9:18 PM
198.57,3,66.19,129.0705,69.4995,22-Dec-24,December,Customer 2573,South,10:49 AM
866.32,13,66.64,597.7608,268.5592,18-Sep-24,September,Customer 2640,South,11:50 AM
96.63,3,32.21,59.9106,36.7194,28-Dec-24,December,Customer 1850,East,10:22 AM
291.32,4,72.83,256.3616,34.9584,26-Mar-24,March,Customer 3996,West,1:07 PM
1597.28,16,99.83,798.64,798.64,16-Aug-23,August,Customer 1461,North,8:08 PM
164.26,2,82.13,113.3394,50.9206,28-Jun-24,June,Customer 689,South,1:51 PM
355.16,4,88.79,241.5088,113.6512,26-Feb-23,February,Customer 2563,Central,7:47 PM
473.2,7,67.6,269.724,203.476,25-May-23,May,Customer 2666,North,10:56 AM
1014.45,15,67.63,811.56,202.89,25-Nov-24,November,Customer 209,West,11:29 AM
372.96,12,31.08,227.5056,145.4544,17-Aug-24,August,Customer 4413,Central,4:50 PM
890.7,10,89.07,766.002,124.698,10-Apr-24,April,Customer 477,South,12:06 PM
1506.32,19,79.28,1340.6248,165.6952,21-Apr-24,April,Customer 1486,South,10:31 AM
168.72,2,84.36,84.36,84.36,11-Nov-24,November,Customer 1604,North,4:51 PM
200.8,8,25.1,136.544,64.256,18-Dec-24,December,Customer 2930,West,4:34 PM
226.8,8,28.35,120.204,106.596,15-Feb-23,February,Customer 1816,West,9:04 AM
431.64,18,23.98,237.402,194.238,29-Nov-23,November,Customer 795,Central,10:33 AM
1537.31,17,90.43,1091.4901,445.8199,04-Dec-23,December,Customer 3135,North,5:27 PM
663.95,7,94.85,391.7305,272.2195,17-Aug-23,August,Customer 956,West,9:56 AM
159.92,2,79.96,84.7576,75.1624,16-Dec-24,December,Customer 694,South,9:13 PM
232.2,6,38.7,125.388,106.812,03-Aug-24,August,Customer 2276,Central,11:43 AM
239.07,13,18.39,179.3025,59.7675,20-Mar-24,March,Customer 1254,North,12:42 PM
349.2,4,87.3,244.44,104.76,24-Nov-24,November,Customer 943,East,9:59 PM
543.6,8,67.95,451.188,92.412,31-Jan-23,January,Customer 3239,West,10:42 AM
548.79,11,49.89,384.153,164.637,01-Feb-23,February,Customer 2348,West,1:58 PM
596.44,13,45.88,357.864,238.576,07-May-24,May,Customer 4953,East,9:48 AM
563.31,11,51.21,490.0797,73.2303,06-Apr-23,April,Customer 4608,South,2:31 PM
1142.52,12,95.21,788.3388,354.1812,20-Dec-23,December,Customer 1864,West,1:28 PM
148.35,3,49.45,81.5925,66.7575,13-Nov-24,November,Customer 3895,Central,2:47 PM
656.85,15,43.79,380.973,275.877,21-Apr-24,April,Customer 1108,East,9:37 AM
332.64,4,83.16,289.3968,43.2432,28-Jun-24,June,Customer 3475,South,1:11 PM
272.61,9,30.29,185.3748,87.2352,10-Dec-24,December,Customer 186,North,5:32 PM
781.38,9,86.82,687.6144,93.7656,11-Oct-24,October,Customer 4918,East,3:57 PM
630.7,14,45.05,542.402,88.298,07-Sep-23,September,Customer 3832,East,9:33 PM
609.51,11,55.41,518.0835,91.4265,30-May-24,May,Customer 3511,North,5:48 PM
416.9,10,41.69,321.013,95.887,08-Jul-24,July,Customer 4017,East,9:11 PM
292.11,3,97.37,195.7137,96.3963,08-Feb-23,February,Customer 4685,North,10:54 AM
136.64,8,17.08,87.4496,49.1904,02-Nov-24,November,Customer 1764,South,4:18 PM
1530.08,16,95.63,1193.4624,336.6176,02-May-24,May,Customer 3848,South,10:21 AM
434.82,6,72.47,386.9898,47.8302,02-Jun-24,June,Customer 3360,North,5:11 PM
449.76,6,74.96,332.8224,116.9376,25-May-23,May,Customer 3717,North,12:41 PM
681.72,19,35.88,368.1288,313.5912,24-Jan-24,January,Customer 286,Central,11:50 AM
86.48,4,21.62,53.6176,32.8624,26-Dec-24,December,Customer 4006,East,7:04 PM
475.3,10,47.53,242.403,232.897,10-Mar-24,March,Customer 667,Central,11:36 AM
174.25,5,34.85,149.855,24.395,25-Apr-24,April,Customer 2286,West,2:55 PM
352.2,5,70.44,221.886,130.314,12-Dec-24,December,Customer 4201,Central,9:48 AM
763.61,19,40.19,549.7992,213.8108,15-Jul-24,July,Customer 4519,Central,9:49 PM
174,3,58,151.38,22.62,01-Oct-23,October,Customer 1944,Central,9:22 PM
541.94,7,77.42,406.455,135.485,24-Nov-23,November,Customer 2659,East,9:29 PM
51.64,4,12.91,42.3448,9.2952,27-Jan-24,January,Customer 4196,West,9:11 AM
829.79,13,63.83,672.1299,157.6601,09-Nov-23,November,Customer 375,East,3:06 PM
887.49,19,46.71,541.3689,346.1211,13-Mar-24,March,Customer 3258,East,10:34 AM
702,8,87.75,631.8,70.2,04-Sep-24,September,Customer 46,North,5:28 PM
772.31,11,70.21,386.155,386.155,29-Nov-23,November,Customer 3191,West,3:17 PM
199.68,4,49.92,101.8368,97.8432,23-Jan-24,January,Customer 3931,East,3:17 PM
432.6,10,43.26,246.582,186.018,05-May-23,May,Customer 3363,Central,3:11 PM
1070.64,12,89.22,567.4392,503.2008,17-Jul-24,July,Customer 4046,North,9:52 AM
80.78,7,11.54,50.0836,30.6964,24-Mar-24,March,Customer 4123,East,10:48 AM
871.8,20,43.59,540.516,331.284,01-Oct-23,October,Customer 4820,West,8:33 PM
776.73,17,45.69,636.9186,139.8114,22-Dec-24,December,Customer 3497,West,4:58 PM
212.16,6,35.36,165.4848,46.6752,12-Sep-23,September,Customer 4774,South,2:03 PM
88.92,2,44.46,46.2384,42.6816,22-Jan-24,January,Customer 2019,Central,2:12 PM
369.36,19,19.44,332.424,36.936,30-Jun-24,June,Customer 935,Central,8:16 PM
1644.6,20,82.23,822.3,822.3,23-Jul-24,July,Customer 447,West,5:00 PM
171.9,2,85.95,120.33,51.57,08-Jan-24,January,Customer 3622,North,5:21 PM
58.74,2,29.37,46.992,11.748,30-Dec-24,December,Customer 2895,East,4:49 PM
521.04,6,86.84,453.3048,67.7352,17-Feb-23,February,Customer 4535,North,11:34 AM
453.48,12,37.79,226.74,226.74,20-Mar-23,March,Customer 2168,North,10:03 AM
758.1,19,39.9,386.631,371.469,28-Feb-23,February,Customer 3573,South,2:35 PM
1008.28,14,72.02,635.2164,373.0636,04-Oct-24,October,Customer 1096,West,10:06 AM
566.32,8,70.79,402.0872,164.2328,21-Dec-23,December,Customer 2645,East,5:55 PM
368.64,12,30.72,213.8112,154.8288,11-Nov-24,November,Customer 4808,Central,2:55 PM
370.26,11,33.66,299.9106,70.3494,21-Jan-23,January,Customer 2628,West,5:27 PM
372.18,6,62.03,271.6914,100.4886,30-Dec-24,December,Customer 583,Central,11:28 AM
555.38,7,79.34,316.5666,238.8134,01-Oct-24,October,Customer 210,East,9:21 AM
1475,20,73.75,1209.5,265.5,03-Jun-24,June,Customer 2983,Central,9:35 AM
88.44,6,14.74,62.7924,25.6476,19-Mar-24,March,Customer 2009,North,2:13 PM
939.25,13,72.25,563.55,375.7,18-Oct-23,October,Customer 2366,West,4:21 PM
274.2,15,18.28,222.102,52.098,12-Apr-24,April,Customer 2941,West,8:31 PM
1165.64,14,83.26,839.2608,326.3792,23-Nov-23,November,Customer 2273,East,1:11 PM
1090,20,54.5,763,327,18-Dec-24,December,Customer 4190,North,9:59 AM
830.48,14,59.32,597.9456,232.5344,18-Jul-24,July,Customer 1128,East,8:58 PM
108.32,4,27.08,64.992,43.328,20-Apr-24,April,Customer 4175,Central,1:13 PM
398,5,79.6,346.26,51.74,01-Aug-24,August,Customer 4227,Central,9:23 AM
71.32,2,35.66,61.3352,9.9848,05-Mar-24,March,Customer 2178,East,10:06 AM
1433.1,15,95.54,1046.163,386.937,07-Sep-24,September,Customer 959,South,8:28 PM
764.27,13,58.79,420.3485,343.9215,04-Apr-24,April,Customer 893,Central,9:56 AM
489.44,19,25.76,357.2912,132.1488,05-Aug-23,August,Customer 4268,Central,2:06 PM
209.64,6,34.94,134.1696,75.4704,14-Jun-23,June,Customer 353,South,2:31 PM
779.2,8,97.4,490.896,288.304,24-Jun-23,June,Customer 4609,East,5:38 PM
38.54,2,19.27,19.6554,18.8846,23-Sep-24,September,Customer 3396,East,3:39 PM
270.54,18,15.03,221.8428,48.6972,20-Oct-24,October,Customer 3973,South,4:47 PM
756,12,63,529.2,226.8,10-Sep-24,September,Customer 947,East,3:12 PM
55.28,2,27.64,28.7456,26.5344,16-Aug-24,August,Customer 4690,West,2:41 PM
782.55,15,52.17,618.2145,164.3355,26-Aug-23,August,Customer 604,East,10:22 AM
784.32,19,41.28,439.2192,345.1008,04-Nov-23,November,Customer 302,South,4:33 PM
385.11,11,35.01,277.2792,107.8308,15-Oct-24,October,Customer 2345,North,5:57 PM
385.28,8,48.16,304.3712,80.9088,11-Nov-24,November,Customer 994,North,12:05 PM
234.6,12,19.55,166.566,68.034,16-Sep-23,September,Customer 1107,East,3:55 PM
1269.76,16,79.36,634.88,634.88,20-Sep-23,September,Customer 4467,Central,11:11 AM
52.99,1,52.99,34.9734,18.0166,17-Apr-24,April,Customer 4446,East,7:54 PM
634.34,14,45.31,463.0682,171.2718,08-Nov-24,November,Customer 2799,West,9:52 AM
157.2,12,13.1,121.044,36.156,02-Oct-24,October,Customer 4849,North,9:32 PM
54.33,1,54.33,48.3537,5.9763,18-May-24,May,Customer 4575,Central,4:27 PM
932.96,17,54.88,531.7872,401.1728,16-Jun-24,June,Customer 2813,North,6:35 PM
654.68,13,50.36,464.8228,189.8572,12-Sep-23,September,Customer 1199,Central,8:03 PM
161.4,6,26.9,91.998,69.402,30-Mar-24,March,Customer 4662,South,9:08 PM
413.49,11,37.59,343.1967,70.2933,02-Jan-23,January,Customer 415,South,4:49 PM
1573.38,18,87.41,802.4238,770.9562,02-Mar-23,March,Customer 566,South,8:21 PM
790.24,8,98.78,505.7536,284.4864,15-Jan-23,January,Customer 1841,Central,9:24 PM
576.9,18,32.05,374.985,201.915,25-Dec-23,December,Customer 125,South,8:20 PM
171.85,5,34.37,144.354,27.496,06-Apr-23,April,Customer 3486,South,4:09 PM
349.58,14,24.97,248.2018,101.3782,04-Dec-23,December,Customer 3274,Central,3:28 PM
550.13,7,78.59,302.5715,247.5585,07-Jun-23,June,Customer 9,West,7:19 PM
1217.52,19,64.08,998.3664,219.1536,18-Oct-24,October,Customer 616,West,2:16 PM
201.36,8,25.17,116.7888,84.5712,09-Jul-24,July,Customer 4920,East,11:28 AM
641.85,15,42.79,436.458,205.392,21-Dec-24,December,Customer 1818,North,1:12 PM
200.46,13,15.42,162.3726,38.0874,15-Aug-24,August,Customer 1560,North,9:27 PM
125.34,6,20.89,63.9234,61.4166,14-Dec-23,December,Customer 4038,South,4:28 PM
393.12,4,98.28,310.5648,82.5552,03-Sep-24,September,Customer 4818,South,9:52 AM
284.48,8,35.56,250.3424,34.1376,06-Sep-24,September,Customer 4008,East,12:49 PM
552.48,12,46.04,386.736,165.744,28-May-23,May,Customer 3079,East,10:06 AM
826.83,9,91.87,587.0493,239.7807,16-Jun-23,June,Customer 4,Central,12:22 PM
261.32,4,65.33,141.1128,120.2072,09-Oct-24,October,Customer 1450,Central,2:30 PM
14.71,1,14.71,12.9448,1.7652,15-Oct-23,October,Customer 3364,Central,5:40 PM
174.24,8,21.78,113.256,60.984,22-Aug-24,August,Customer 3700,East,7:28 PM
158.52,3,52.84,133.1568,25.3632,24-Apr-23,April,Customer 2972,East,5:08 PM
218.14,13,16.78,189.7818,28.3582,12-Sep-23,September,Customer 2766,South,8:45 PM
308.89,17,18.17,160.6228,148.2672,26-Mar-23,March,Customer 2632,North,9:03 AM
298.86,3,99.62,185.2932,113.5668,19-Sep-23,September,Customer 3481,East,3:20 PM
621.3,15,41.42,378.993,242.307,13-Jul-24,July,Customer 648,South,9:45 AM
1304.55,15,86.97,1134.9585,169.5915,17-May-23,May,Customer 3062,South,1:08 PM
223.98,6,37.33,201.582,22.398,19-Sep-23,September,Customer 3826,West,10:22 AM
133.32,11,12.12,79.992,53.328,24-Sep-24,September,Customer 4983,Central,3:18 PM
1447.65,15,96.51,883.0665,564.5835,23-Jul-24,July,Customer 229,North,7:10 PM
37.52,2,18.76,29.6408,7.8792,04-Dec-24,December,Customer 1652,West,1:57 PM
37.21,1,37.21,24.1865,13.0235,30-Jul-24,July,Customer 1527,East,7:41 PM
1017.06,11,92.46,874.6716,142.3884,20-Jul-24,July,Customer 2337,North,8:11 PM
171.38,2,85.69,128.535,42.845,31-May-24,May,Customer 1253,Central,1:37 PM
1827,20,91.35,1041.39,785.61,10-Nov-24,November,Customer 1336,North,9:23 AM
53.01,1,53.01,32.3361,20.6739,01-Jul-23,July,Customer 2594,North,9:03 AM
48.15,3,16.05,35.631,12.519,28-Mar-24,March,Customer 4654,West,5:45 PM
493.44,6,82.24,399.6864,93.7536,15-Jul-24,July,Customer 1705,South,3:47 PM
682.36,14,48.74,477.652,204.708,06-Jul-24,July,Customer 3562,East,9:20 PM
309.1,5,61.82,225.643,83.457,08-Feb-24,February,Customer 4139,East,3:48 PM
229,5,45.8,123.66,105.34,07-Dec-23,December,Customer 4212,North,9:54 PM
318.16,4,79.54,165.4432,152.7168,20-Feb-23,February,Customer 1871,South,5:43 PM
1588,20,79.4,1127.48,460.52,08-Jul-23,July,Customer 2419,Central,1:51 PM
603.84,8,75.48,543.456,60.384,14-Jan-24,January,Customer 3166,North,6:42 PM
573,10,57.3,297.96,275.04,30-Jun-23,June,Customer 1128,Central,8:54 PM
326.24,4,81.56,247.9424,78.2976,11-Dec-24,December,Customer 686,Central,12:28 PM
211.76,8,26.47,107.9976,103.7624,07-Feb-24,February,Customer 2756,South,4:23 PM
193.32,18,10.74,172.0548,21.2652,21-Aug-24,August,Customer 72,East,2:15 PM
361.6,8,45.2,300.128,61.472,05-Jul-23,July,Customer 1101,North,1:55 PM
500.85,7,71.55,420.714,80.136,23-Mar-23,March,Customer 2739,West,12:45 PM
538.65,9,59.85,333.963,204.687,27-Jan-24,January,Customer 3558,South,8:13 PM
428.48,13,32.96,351.3536,77.1264,20-Mar-24,March,Customer 2040,South,9:21 PM
188.52,4,47.13,126.3084,62.2116,04-Oct-24,October,Customer 4240,West,2:41 PM
898.24,16,56.14,799.4336,98.8064,29-Sep-23,September,Customer 1105,East,10:40 AM
283.14,11,25.74,147.2328,135.9072,18-Feb-23,February,Customer 489,West,10:19 AM
897.26,14,64.09,484.5204,412.7396,07-May-23,May,Customer 558,North,6:18 PM
1387.4,20,69.37,1012.802,374.598,10-Jan-23,January,Customer 1695,North,9:00 PM
1651.86,18,91.77,1238.895,412.965,27-Aug-23,August,Customer 3124,North,1:06 PM
1138.05,15,75.87,614.547,523.503,20-Dec-24,December,Customer 3136,West,3:58 PM
137.2,7,19.6,68.6,68.6,15-Aug-24,August,Customer 2287,Central,4:34 PM
1182.84,12,98.57,981.7572,201.0828,16-Sep-23,September,Customer 3255,East,12:14 PM
193.62,6,32.27,137.4702,56.1498,26-Jul-24,July,Customer 192,Central,11:59 AM
1501.6,20,75.08,915.976,585.624,02-Aug-24,August,Customer 4472,East,12:32 PM
1125.02,13,86.54,585.0104,540.0096,29-Jul-23,July,Customer 4218,South,10:07 AM
52.83,1,52.83,34.3395,18.4905,27-Jan-23,January,Customer 554,West,5:46 PM
177.04,4,44.26,120.3872,56.6528,10-Feb-23,February,Customer 3970,North,8:52 PM
132.02,2,66.01,77.8918,54.1282,08-Sep-24,September,Customer 2737,North,12:01 PM
844.9,10,84.49,616.777,228.123,09-Jun-24,June,Customer 3103,Central,8:40 PM
597.33,9,66.37,412.1577,185.1723,26-Jan-23,January,Customer 4132,South,12:59 PM
670.34,11,60.94,596.6026,73.7374,12-Aug-24,August,Customer 1475,East,5:29 PM
274.17,13,21.09,238.5279,35.6421,25-Dec-23,December,Customer 3957,East,11:29 AM
1598.85,17,94.05,1055.241,543.609,02-Jun-23,June,Customer 3253,North,2:44 PM
150.02,13,11.54,94.5126,55.5074,19-Aug-23,August,Customer 794,North,5:31 PM
197.73,13,15.21,172.0251,25.7049,04-Feb-23,February,Customer 2575,Central,3:38 PM
128.82,3,42.94,69.5628,59.2572,05-Sep-23,September,Customer 1090,South,7:22 PM
527.52,12,43.96,395.64,131.88,28-Apr-24,April,Customer 2200,East,3:54 PM
147.4,5,29.48,78.122,69.278,30-Sep-23,September,Customer 1529,North,12:35 PM
88.3,1,88.3,64.459,23.841,22-Dec-24,December,Customer 3591,East,8:06 PM
633.04,8,79.13,462.1192,170.9208,28-Jul-24,July,Customer 2369,East,9:30 PM
443.61,9,49.29,350.4519,93.1581,28-Jun-24,June,Customer 4642,South,4:03 PM
14.28,1,14.28,7.854,6.426,11-Dec-24,December,Customer 489,East,9:03 AM
895.62,11,81.42,528.4158,367.2042,06-Feb-23,February,Customer 1371,West,2:06 PM
245.19,11,22.29,181.4406,63.7494,29-Sep-24,September,Customer 3706,West,4:05 PM
606.76,11,55.16,473.2728,133.4872,23-Oct-23,October,Customer 1300,South,2:38 PM
243.66,3,81.22,170.562,73.098,22-Mar-24,March,Customer 240,South,8:41 PM
506.52,7,72.36,273.5208,232.9992,18-Jul-23,July,Customer 927,North,7:13 PM
96.84,1,96.84,72.63,24.21,30-Nov-23,November,Customer 2600,South,5:10 PM
390.8,8,48.85,320.456,70.344,15-Sep-24,September,Customer 3046,East,9:38 AM
517.32,9,57.48,356.9508,160.3692,24-Nov-24,November,Customer 3640,East,6:35 PM
1779.92,19,93.68,1388.3376,391.5824,22-Nov-24,November,Customer 757,South,8:48 PM
376.7,10,37.67,335.263,41.437,22-Jul-24,July,Customer 3368,East,9:59 PM
129.27,3,43.09,76.2693,53.0007,12-May-23,May,Customer 2213,Central,9:37 PM
1015.68,12,84.64,771.9168,243.7632,23-Nov-23,November,Customer 3510,East,11:51 AM
281.49,11,25.59,222.3771,59.1129,26-Nov-23,November,Customer 4955,North,7:49 PM
925.47,13,71.19,777.3948,148.0752,11-May-23,May,Customer 4731,East,4:03 PM
1237.35,15,82.49,717.663,519.687,03-Nov-23,November,Customer 916,East,12:10 PM
80.16,4,20.04,51.3024,28.8576,24-Jun-24,June,Customer 3534,East,12:49 PM
332.88,12,27.74,173.0976,159.7824,18-May-24,May,Customer 2057,Central,6:53 PM
26.82,2,13.41,20.6514,6.1686,01-Apr-23,April,Customer 3159,West,3:14 PM
1583.04,17,93.12,1408.9056,174.1344,23-Jul-23,July,Customer 1773,East,11:50 AM
612.85,17,36.05,508.6655,104.1845,15-Mar-24,March,Customer 3844,East,3:01 PM
702,12,58.5,540.54,161.46,17-Apr-23,April,Customer 1927,South,8:08 PM
930.8,20,46.54,493.324,437.476,09-Nov-24,November,Customer 2718,South,3:47 PM
731.4,15,48.76,570.492,160.908,14-Jul-23,July,Customer 1464,Central,4:17 PM
119.7,7,17.1,70.623,49.077,17-Apr-23,April,Customer 1408,Central,7:12 PM
468.8,5,93.76,234.4,234.4,23-Dec-24,December,Customer 3891,West,2:09 PM
280.76,4,70.19,199.3396,81.4204,29-Sep-23,September,Customer 2149,East,6:02 PM
1024,16,64,634.88,389.12,28-Jan-24,January,Customer 101,Central,10:19 AM
319.44,4,79.86,252.3576,67.0824,27-Feb-24,February,Customer 706,South,7:15 PM
847.44,11,77.04,533.8872,313.5528,29-Sep-24,September,Customer 1839,East,12:34 PM
30.24,3,10.08,24.7968,5.4432,09-Mar-24,March,Customer 843,East,9:57 PM
635.93,19,33.47,394.2766,241.6534,09-Jul-23,July,Customer 166,South,12:36 PM
343.8,18,19.1,257.85,85.95,09-Mar-23,March,Customer 308,North,10:30 AM
338.91,13,26.07,233.8479,105.0621,20-Jun-24,June,Customer 3435,West,11:13 AM
446.85,15,29.79,308.3265,138.5235,23-Jan-23,January,Customer 2291,North,11:48 AM
1013.4,15,67.56,638.442,374.958,27-Nov-23,November,Customer 1496,West,9:34 PM
1348,20,67.4,1145.8,202.2,30-Jun-24,June,Customer 2203,East,9:49 PM
107.04,2,53.52,59.9424,47.0976,20-Feb-23,February,Customer 1310,West,4:18 PM
1262.25,17,74.25,908.82,353.43,04-Jun-24,June,Customer 2576,West,8:51 PM
993.96,11,90.36,596.376,397.584,04-Jun-23,June,Customer 1722,East,2:44 PM
794.96,19,41.84,556.472,238.488,17-Jan-24,January,Customer 3625,South,3:21 PM
789.4,10,78.94,434.17,355.23,22-Mar-24,March,Customer 3908,East,7:37 PM
376.04,14,26.86,263.228,112.812,24-Jun-24,June,Customer 2830,West,7:17 PM
242.25,19,12.75,193.8,48.45,17-Nov-23,November,Customer 358,East,11:36 AM
1343.52,16,83.97,725.5008,618.0192,30-Mar-23,March,Customer 2069,North,12:31 PM
143.28,3,47.76,78.804,64.476,02-Apr-23,April,Customer 4575,East,3:20 PM
1197.3,13,92.1,921.921,275.379,24-Sep-24,September,Customer 337,West,9:23 AM
279.36,4,69.84,173.2032,106.1568,17-Apr-24,April,Customer 4484,West,12:10 PM
65,1,65,55.9,9.1,10-May-23,May,Customer 474,East,9:26 PM
1022.8,20,51.14,685.276,337.524,27-Aug-23,August,Customer 1092,East,8:04 PM
